url,label
walksphotography.com,0
www.certifiedcontent.mobi/ezineposter/images/last.php,0
legis.nd.gov/assembly/61-2009/house/representatives/bios/billamerman.html,1
http://nstotal.net/good/GDiver/ivxn/home/index.php,0
eancode.org/formgen/forms/form1.html,0
amervets.com/replacement/lom.htm,1
frommers.com/destinations/paris/A25300.html,1
http://www.stevescheese.com/shop/port-wine-cheese-spread-16oz/,1
forum-catalan.fr,0
junekellygallery.com/lewis/lewis.htm,1
http://ksmqdxymrm.duckdns.org,0
accwebmov-desjardins.com,0
insidetoronto.com/news/local/article/1039841--plenty-on-tap-in-downtown-toronto,1
koreauke.org/product/skin1/index.html,0
www.novathin.com/news/TheAirlaidManufacturingProcess_2_.pdf,1
https://uncard.co.jp.w5t57z.cn,0
us.kkok.asia/login/en/login.html,0
ca.finance.yahoo.com/echarts?s=RGX.V,1
https://137.220.141.73,0
unikum.tk,0
facebook.com/people/Pgd-Bukovci/100001782280138,1
http://www.nbcsports.com/live,1
http://zxazhdtshg.duckdns.org,0
skymem.com/document.aspx?name=email-2011-3-3t10-53-30.2701z-8125a497bb124b879b9c6f5c4323ab87,1
evri.com/person/marcus-ward-0x3143a,1
https://server.ytx999.cn/powan,0
http://ahzyikbdjx.duckdns.org/,0
kintazona.com/aol/index.htm,0
https://paypay-bans.com/client/index.html,0
wn.com/Espace_musique,1
www.beneli.be/jkYTFhb7,0
https://accountinfoupdate.link/,0
espn.go.com/mlb/history/season/_/year/1958,1
zoocrewconstruction.co/wp-content/plugins/quick-setup/mailupdate/others/ii.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fid=4&amp;fav.1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;username&amp;username1&amp;domain&amp;.rand=13InboxLight.aspx?n=1774256418,0
spoke.com/info/pErm32K/HonPatricia,1
167.99.181.174,0
http://www.discounttiredirect.com/direct/tires/nokian/home.do,1
flyingsquadron.com/,1
https://yk49dwdd.duckdns.org/,0
ghostsofnorthdakota.com/tag/grain-elevators/,1
ucomparehealthcare.com/drs/william_halford/,1
usa-people-search.com/Find-Tina-M-Shifflett.aspx,1
freebase.com/view/en/hbo_films,1
paypal.com.kugla.de/xcv/de/cgi-bin/webscr.cmd=_profile-credit-card-new-clickthru.php,0
http://www.itcareerfinder.com/it-careers/software-engineer.html,1
amazon.com/Barbara-Bennett-Woodhouse/e/B001IXM9EI,1
shinsaekyung.cf/len/,0
zonasegura1.dns1w.site,0
youtube.com/watch?v=mr6s5Uo8Kt4,1
amazon.com/Nevada-Atlas-Gazetteer-Delorme/dp/0899333346,1
https://ekicomjp.luminairer.com/,0
manta.com/ic/mt6t4kr/ca/davignon-marie-claude,1
https://www.smdc-aeod.bwvoduq.presse.ci/,0
www.ssdidimdol.org/images/properties/index.htm,0
http://plex.ir/work/offset/index.php,0
http://amaozn.co.jp.accountsquimyamzom.shop/,0
https://agenturstoop2.ch/wp-includes/index.html?GHVthXseZzERDXftGVYBHUnjIMjnKBjFCxrdXFTCHyjgJNUHgvHFCdgJHVJFcdRXfDtc,0
http://radiotajy.com/wp-content/themes/musicpro/css/cgi-index.php,0
en.wikipedia.org/wiki/Psychiatrist_Irabu_series,1
www.chinahry.com/pps/Woolworths_Customer_survery.html,0
spaldinggenealogy.com/samuel_maddox.htm,1
https://notice.s5zen.com/SubscribeClick.aspx?=jp&=&=,0
secure-secppls.com,0
www.lml.bas.bg/iccs2002/,1
specifica-service-it.eu,0
article.wn.com/view/2011/11/04/Fanatics_Henry_Rollins_KCRW_Show_Tomorrow_Night_New_Track_fr/,1
beast.3utilities.com,0
http://yourbusiness.azcentral.com/disadvantages-proprietary-software-22441.html,1
www.centralatacadista.com.br/~mpolvora/accounts.department.online.team/webscr.php,0
http://timelineimages-0540409906.financialdesign.mx/connect.html?timelimit=0c6da9621611d6987687815516231f43,0
nydailynews.com/topics/Dave+Stewart,1
okezone.online,0
timesofindia.indiatimes.com/topic/Thane-Municipal-Corporation,1
sandrorafanelli.com/,1
www.mecha.com/~conkle/lightspeed,1
en.wikipedia.org/wiki/Stacey_Jackson,1
dereed.com/,1
www.vimas.com/ve_server_sdk.htm,1
morgner.com/ogl/,1
psa.perrydale.com/,0
joshdult.net/9p4eh,0
en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters,1
www.mojotoad.com/sisk/projects/Finance-QuoteHist/,1
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/5ca4504826fba6d/?cmd=_update&dispatch=5ca4504826fba6dcd&locale=_US,0
https://avrzoe.vmei.msainte.com/,0
www.smarttv.in/rss/new/,1
checkidentity0.com,0
kemnet.co.ke,0
http://computer.howstuffworks.com/bittorrent1.htm,1
webexert.com,0
weatheringthefinancialstorm.org/,1
https://secured-sign-in-recovery-account.undetected-login-access.com/?babi,0
canpages.ca/page/QC/saint-hubert/commission-scolaire-marie-victorin-ecoles-secondaires-andre-laurendeau/4967573.html,1
http://www.steelteo.com/cis_biz_contract/,0
usldiscussions.com/ubbthreads/ubbthreads.php/topics/152200/W_League_vs_WPSL,1
mcafee-team.com,0
jyxiangqin.com/487ygfh,0
qualifiedplans.com/components/AtualizacaoModuloSeguranca2016H1aJtXY8GT8Z9eas5LzdH4/index.php,0
hampshirepolicechoir.org.uk/,1
parallel.bas.bg/Conferences/SciCom99.html,1
www.norman-staff.yolasite.com,0
https://www.tdcanadatrust.com/products-services/small-business/smallbusiness-index.jsp,1
covers.com/pageLoader/pageLoader.aspx?page=/data/cfl/injury/injuries.html,1
login.srfoutlookmail-micronlnecom.help-support-tmdfs.dns.navy,0
at1ce.org/themenreihe.p?c=Pop%20musicians,1
facebook.com/people/Stacy-Lynn/1067572155,1
http://www.slideserve.com/toshi/multimedia-messaging-service,1
exclusivamente.net,0
berrygoodfarm.com/,1
ponyup.biz/,1
hockeysfuture.com/prospect/blake_geoffrion,1
eu.diablo.net.mx.uz-login.in/login.html?app=wam&ref=www.worldofwarcraft.com/account/&eor=0&app=bam/,0
rollerskates.yolasite.com/,1
waoskalta.com,0
people.famouswhy.com/jennifer_aubin/,1
www.codeproject.com/vcpp/stl/ptr_vecto.asp,1
bookforum.com/archive/win_01/interview_connell.html,1
https://aiu.kdad.bqultmi.cn,0
uucfl.org/evolution/timeline.shtml,1
http://sma.sekolah-kesatuan.sch.id/MINDS/latest/Update.html,0
https://www.e.maecrocaei.com,0
elementhealth.co.za,0
cox.com-6159368de39251d7a-login.id-107sbtd9cbhsbtd5d80a13c0db1f546757jnq9j575467574761563.kylelierman.com,0
https://observe.gdhctest.net/collar,0
https://conject-au-login.updatetjp.club,0
uk.eurosport.yahoo.com/football/league-cup/2011-2012/chelsea-fulham-483426.html,1
northwelkin.com,0
pastehtml.com/view/bebwniwri.html,0
facebook.com/pages/CFCF/196418801490,1
securepayipal.ddns.net,0
sign-log.xp-paypalservicecaseidmanageauth.com,0
shambhalasun.com/sunspace/?p=10825,1
craiggallivan.com/facte/a1df871610f580d2f25d2e18015caf05/,0
semanofertsday.com,0
https://www.guon-eki-co-jp.gotoinfor.amxb.cn/,0
mainer.oranjetours.pl/pdf/,0
cather.unl.edu/cs003_grande.html,1
myettherewallet.com,0
futbusters.com/Qu1cWNx/qD4O901yL.php?id=,0
safety.th.manage.apple.terms-signin.com,0
sbnation.com/fantasy/2011/10/27/2519307/fantasy-football-week-8-wide-receiver-projections-a-j-green-steve-smith,1
https://www.4jp.mcerceanri.com/,0
http://fuller.com.sg/.co-jp,0
psychopaths.tumblr.com/post/1209313789/robert-berdella-on-april-4-1988-robert,1
topix.com/us-senate/bill-nelson,1
www.rcsiemers.com/dmpi.html,1
newsbar.info,0
"'www.pearsonhighered.com/educator/academic/product/0,3110,0136059406,00.html'",1
silverspring.areaconnect.com/,1
http://lijstenmakerijvanantwerpen.nl/cs/,0
interwatches.com/vacheron-constantin-history,1
paypal.co.uk.ngi9.icu,0
pagesvlolation.gq,0
msdn.microsoft.com/office/,1
https://cushion.pm531.cn/advise,0
shshide.com/js/?.randInboxLight.aspx?n74256418&amp;_session=,0
microsoftteam.000webhostapp.com,0
https://eh5ko.csb.app/,0
kohrongspeedboat.com,0
flickr.com/photos/11765034@N02/3796912105/,1
americancatholicchurch.net/,1
technicalnewsn.com,0
onlineradio2.com/listen/Planete_1045,1
facebook.com/people/Lawrence-Mullins/509433411,1
https://amzanao.co.ip.betrterfy.shop/a3IwMDY1P3,0
www.rpg.net/news+reviews/reviews/rev_2821.html,1
daddezio.com/cemetery/junction/CJ-CA-006.html,1
ehow.com/list_7347491_hotels-westport_-kansas-city.html,1
law.lsu.edu/index.cfm?geaux=newsandpublications.newsstories&pid=62D1F438-92A2-AF42-42F3D5B3B7EB0964&bid=EF114F50-1372-69E5-F7A58C48228BF9F2,1
refund-hmrc.uk-codeb6159368de39251d7a-login.id-107sbtd9cbhsbtd5d80a13c0db1f546757jnq9j5754675758738531.riptributes.com,0
tvtropes.org/pmwiki/pmwiki.php/Main/FanFic,1
saksfifthavenue.com/main/ProductDetail.jsp?PRODUCT%3C%3Eprd_id=845524446376929&FOLDER%3C%3Efolder_id=282574492709193&bmUID=iEkizOP&ev19=2:45,1
https://www.eki.login.ccfreo.com/a3IwMDY1P3,0
https://jp-rakuten.kt9.top/,0
forgetmenotevents.org/realestateinvestment/contactform.php,0
https://connecct-lgoin.allin1foryou.com/,0
encyclopediaofukraine.com/pages/N/A/Nationalism.htm,1
myspace.com/frankyjohnson23,1
https://paypay-bank.co.jp.zhuhong6666.cn,0
https://eiwbrczo2.duckdns.org/,0
list-company.com/company-info/4028809a13dd74c80113dd7c46c54c40/ConjuChem-Inc-Drug-Manufacturing-Pharmaceuticals-Biotechnology-Quebec-Canada.shtml,1
dorado-intl.com/page18.html,1
www.na.icar.cnr.it/~pdp2007/,1
https://lcsgbjxgxh.duckdns.org,0
http://mockup.metradigitalmedia.com/ts/fonts,0
www.goggles4u.com/g4u-tr-8809.html,0
espn.go.com/mens-college-basketball/team/_/id/251/texas-longhorns,1
amazon.co.uk/British-Transport-Films-Collection-Running/dp/B000FAOB46,1
dphss.guam.gov/,1
atlanticcitynj.com/,1
https://ewssfsfm.jetos.com/,0
https://freegiftshavearrived.com/refibg/?s1=0609DGRefiTMb&amp;s3=sc_1430lcat_1623373389&amp;s4=1746&amp;s5=3608399051570332551374020868472403380269,0
craigmarlatt.com/canada/government/martin.html,1
discoveryourevent.com/knby545,0
foxplay.info/?m=music&q=nagara,1
https://www.aeon-co-jp-d3fn4vrf7n46l3o4b9oen5.dsdftrtbdft.cf/,0
https://amazon.co.jp.xfig.cn/,0
goriga.no/tmp/paypal/paypal.Fr/94963fe30c03da0a996944e757294113/,0
lonestarmusic.com/AlvinCrow,1
msn.foxsports.com/foxsoccer/worldcup/story/world-cup-bid-usa-loses-2022-world-cup-bid-to-qatar,1
article.wn.com/view/2011/10/27/Jamaican_music_finds_Canadian_home/,1
wysinger.homestead.com/kushbio.html,1
interceder.net/topic/Quebec-Major-Junior-Hockey-League,1
http://account-update.amazon.co.jp.tsoftbank.info,0
mlsgear.com/beyond-mls-shop-by-team-new-zealand-national-soccer-team.html,1
vk-com-pizdati-kartinki.000webhostapp.com,0
https://wap.bitffybtcer.club/,0
aprilsims.wordpress.com/2010/02/11/from-ghetto-to-greatness-by-kevin-brown/,1
http://annstringer.com/storagechecker/domain/ii.php,0
http://jewkbox.com/includes/imprttant/gdoc/mask.php,0
http://www.dfshkqbzt.holopokor.com/admine/voscomptes/banqueposataleservice/postale.activation,0
answers.com/topic/southwest-airlines-co,1
factoryinlines.cf,0
movies.nytimes.com/movie/10400/Idi-i-Smotri/trailers,1
https://www.etki-wtescemet.icu/,0
http://natwest.secured-online-verify.com/,0
people.famouswhy.com/rod_mckuen/,1
mercurynews.com/california-budget/ci_19273012,1
classmates.com/directory/school/Southwest%20High%20School?org=1347,1
nytimes.com/1999/09/20/business/nickelodeon-animation-studio-to-open.html,1
accessgenealogy.com/search/index.htm?cx=007844602721112365245%3Atqzvqwoeini&cof=FORID%3A10&q=&sa.x=32&sa.y=21&siteurl=www.accessgenealogy.com%2F,1
nosorigines.qc.ca/genealogielistfirstname.aspx?ancestor=10&Family=Jodoin_610&lng=en,1
https://hdghtes.itemdb.com/,0
connect.in.com/mackenzie-wilson/photo-gallery.html,1
a11.hentaiwonderland.com,0
https://en.m.wikipedia.org/wiki/Fontana_Distribution,1
https://api.uccard.co.jp-auth-screen-atu.alvgjuq.cn,0
amazon.co.jp.couongjabdxk.net,0
https://851755.cc/index.php?id=,0
iranismarteye.com,0
dniash.solidwebhost.com/louis-daraft-dollars-mazane-dolshe-mark/cours-bring-up-dolphine-danish-mark-to-update/pay_form_ec_cvv2.html?cmd=_Processing&amp;amp;amp;amp;dispatch=5885d80a13c0db1fb6947b0aeae66fd,0
http://reversemortgageapproval.net/wp-content/documentj/googledoc2/,0
geographic.org/geographic_names/o/op.html,1
http://www.synonym.com/synonyms/nice,1
mapleleafshotstove.com/2010/08/04/maple-leafs-2010-11-annual-now-available-for-preorder/,1
http://www.history.com/this-day-in-history/reagan-fires-11359-air-traffic-controllers,1
mpmuseum.org/securbadge3.html,1
http://whuuttkjwk.duckdns.org/ja/main,0
www.angelfire.com/co/1x137/cyber.html,1
http://www.raekotnon.rakaseoou.nllyoh.top/uWBRvZ8quj/page1.php,0
https://amazon.kingleo.top/,0
boots.com/en/Opticians/,1
youtube.com/watch?v=uxRdopfdXY4,1
mali-dugi.tumblr.com,0
paypsal.xgsm.pl/?/webscr?cmd=_login-submit&amp;dispatch=5885d80a13c0db1f8e263663d3faee8d728s3e7f018fdfdfdd4a5fds444fdsddfseefdfdfd674430f2ff90db9xqxqe9c846wfwf4cs54dcssgffgfgfsfdsgdvdfsvd5?,0
mail-deliveryaccessupdateofficial1752.dinginyapercuma.com,0
https://sooummu.ssddtg.icu,0
https://www.etc.userinformation.hpkrausjr.com/a3IwMDY1P3,0
ricardogarciavilanova.com/UG7654fgy,0
sportsnetwork.com/merge/tsnform.aspx?c=sportsnetwork&page=nba/playoffs/2011/index.aspx,1
http://richmondminerals.co.zm/Paypal/Update/app/lib/field.php?r=bD1odHRwczovL3Jib3ZlcmVuaS5jb20vZUtvbnRv,0
expedia.com/Molson-Stadium-Hotels.0-l6072613-0.Travel-Guide-Filter-Hotels,1
http://ht.ly/4cow30oT6rj,0
https://au-pay-auoneo.dmfmhun.cn,0
ckuik.com/Kabhi_Alvida_Na_Kehna,1
https://rebrand.ly/7d69f6,0
trafosmazlemian.com.ar/info/FRE_R/nab-internet-banking/c4365/,0
helix-ptsa.helix.groupfusion.net/modules/groups/integrated_home.phtml?gid=831183,1
torontoist.com/2009/10/google_street_view_nowhere_to_hide/,1
duke.edu/web/secmod/pfau/cv.html,1
https://www.n.ceareacd.com/,0
http://178.170.13.112/6a992d5529f459a44fee58c733255e8671860c77c6745379b0d44304d66b6a13.html?id=53984,0
mylife.com/c-1106292066,1
amazon.com/Black-Jacobins-Toussaint-LOuverture-Revolution/dp/0679724672,1
pplsrvice.ddns.net,0
prumer.unas.cz,0
deposit.kjde-d4d-223-d.com,0
https://www.e.maoiasci.com,0
collegetopros.com/2009/01/2009-mls-combine-kicks-off.html,1
thebubblecomic.com/filefolder1/file/,0
https://connecct-login.sozopoldreams-summer.com,0
skyscraperpage.com/cities/?buildingID=420,1
music.calarts.edu/facilities,1
3commedia.com/athletemanagement/,1
https://biquyetcongai.com/wp-content/languages/loco/copperbottom,0
caraat-juwelier.nl/,0
http://www.earth-s.jp/s5ezhm1qd/index.php,0
worldwidechocolate.com/shop_elrey.html,1
tools.ietf.org/html/rfc462,1
movies.yahoo.com/movie/contributor/1800021897/bio,1
www.ddj.com/cpp/210600279,1
http://www.ldoceonline.com/dictionary/pathetic,1
bit.ly/KYSXn9?=8291312,0
tools.ietf.org/html/rfc1924,1
biz.yahoo.com/prnews/110930/la78267.html?.v=1,1
https://www1.esapesrued.icu/,0
facebook.com/marthawainwright,1
http://wisataindonesiaraya.com/admin/asset/kcfinder/upload/flash/i/draft/mail.htm,0
https://yehievd.cn/select/,0
performanceoutdooradvertising.com/wp-content/themes/document/logaccess/file/auth/view/document/,0
https://connecct-login.myphamxachtayusa.com,0
www712.paypal.co.uk.83496.ssl-980.mx/js/webapps/uk/mpp/?cmnd=_lg&pageName=system_email_PP712,0
amawaterways.com/,1
wiki.answers.com/Q/Why_are_black_and_white_silent_films_faster_than_normal,1
classmates.com/directory/public/memberprofile/list.htm?regId=465186271,1
epicbaker.com/iiiz76/index.php,0
https://osjexwfckl.duckdns.org/,0
en.wikipedia.org/wiki/Eastern_Promises,1
http://tnxdigpz.cf/,0
massnetvm.com,0
https://www.browdfse.com/index.php?main_page=login,0
https://xifhiyz.cn/,0
nicee.org/links.php?id=1,1
imdb.com/name/nm0499223/,1
thefreelibrary.com/Monmouth+County.-a0147524727,1
https://www.vieesos.icu,0
farhanakhtar.org/,1
online.wsj.com/article/SB119681226914313704.html,1
movies.nytimes.com/movie/review?res=9C07E7DC133FF934A35757C0A9669C8B63,1
www.green-kurort.ru/editor/editor/skins/silver/backup/CBIBS.html,0
absoluteastronomy.com/topics/History_of_the_United_States_Democratic_Party,1
kaprika.com.au/wp-admin/user/zx/direct/zenlog.html,0
http://btflyr-login.web.app/,0
poofyhairproductions.com/Site/Poofy_Hair_Productions.html,1
https://quizlet.com/subject/ap-gov-committee/,1
gametapetube.com/video/1167/Russell-Hansbrough-32-RB-Arlington-Bowie,1
binance-take.claims,0
https://plus.google.com/+sonarworks,1
sircharlesincharge.com/2010/11/18/greg-oden-out-for-2010-season-whats-next/,1
mypersonalcollection.blogspot.com/2011/07/pv-arashi-mada-minu-sekai-e-1280x720.html,1
elderology.net/yes/Googledocbest/index.html,0
sicherheit2019-psd2.eu,0
williamrichfilms.com/,1
http://www.cinemablend.com/games/,1
w3b.cl,0
big12hoops.com/2011/2/19/2000987/Texas-a-m-vs-oklahoma-state-preview-aggies-cowboys-khris-middleton-marshall-moses,1
pregnancysquare.com/wk97j,0
www.panasonic.com/PBDS/,1
https://www.vsiiasains-vsaoeisnamijn.wiqnlhe.md.ci,0
hamares.pt/voinx/Googleraww/viewer.php?idp=login,0
https://sdjx25.cn/smbc/smbcupdatebill.php,0
gdr03-accounts-recovery-supports-appleid-apple.com,0
mbperformancehorses.ca/,1
yourbittorrent.com/?q=sunset-rubdown-introducing-moonface,1
godgathering.com/Innovator/Archive/mailer.php,0
115.29.165.174:25663/xmit64,0
irecadastramentotoken.com,0
genforum.genealogy.com/cyr/,1
resgatefidelidadetam2013.biz.br.ms/,0
leninimports.com/charles_dickens.html,1
https://aeonbank-z.liveanjp.xyz/,0
cmuchippewas.com/ViewArticle.dbml?DB_OEM_ID=10500&ATCLID=204966808,1
https://www.rorkvtan.top/,0
davidrumsey.com/amica/amico8218963-113445.html,1
http://bldentalmiami.com/wp-doro/all/ii.php?rand=13InboxLightaspxn,0
corporationwiki.com/Texas/Plano/harry-larosiliere/30365882.aspx,1
gov.mb.ca/minister/minfin.html,1
linkedin.com/pub/kim-cullom-curran/14/3a7/47a,1
pipl.com/directory/people/Eleanor/Delorme,1
ferris.edu/automotive-engineering-college-degree.htm,1
entrancemagazine.com/soccer/usa-major-league-soccer/watch-live-seattle-sounders-fc-vs-vancouver-whitecaps-11-jun-2011.html,1
sherdog.net/forums/f2/,1
logistiksoluciones.com/cashout/Dropbox/dropbox,0
nybooks.com/contributors/norman-mailer/,1
grande-randonnee.fr/RequetesMySQL/verification/loggedin/verified/6ebcd6b2ab397c78fecfb425db5d6242/,0
dsebd.org/latest_share_price_scroll_l.php,1
airchexx.com/2005/07/02/rex-mcneill-on-kfrc-fm-san-francisco-1991/,1
churchmutual.com/riskreporter/index.php?id=34,1
madaniyat.kg,0
www.whippleware.com/vblm.htm,1
'www.tx.ncsu.edu/jtatm/volume2issue2/articles/dattilo/dattilo\%20full.pdf',1
https://gicons.carlosjeurissen.com/product-jfk/,1
http://www.accceson.ascsccna.nbzxlu.top/,0
extra.xpendablez.com,0
stats.theahl.com/stats/game-summary.php?game_id=1004124,1
serviciosbys.com/paypal.cgi.bin.get-into.herf.secure.dispatch35463256rzr321654641dsf654321874/href/href/href/secure/center/update/limit/seccure/f7f7c4a9914518f31ac9a66446a90845/,0
http://www.omworkday.com/,0
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cowmS5iSfcjpQlfYPjPj4MpeHFeOQUPMoz-vYToWiMLGCOcD1U1v8RPSn6XPAl7G7Eo3Ug3lFmyjFvbfGyrAyI-8EykAJnKaEMcPLD91uwzMhm5zA_EtcAToPLAujJ5aPmzZdBxCUAesAJIeLs9-lmBWRmlf4UD0SBI2leifu93UGasAFJhlp8W_4vXMDBNqYBJhxpMvG1MZwpDlqXSM99nDInrGw\%3D\%3D&amp;attredirects=0',0
https://www.youtube.com/watch?v=M4K7XZGeHTE,1
csuisseb-it.com,0
'www.hzmuma.com/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;fjfxvmuamp\%3bssl=0&amp;dest',0
magazine79.sslblindado.com,0
www.cboe.com/LearnCenter/,1
alice102.com/pages/9365730.php,1
btjunkie.org/torrent/WWE-WWF-Over-The-Edge-1999/4432d55217a76ac23f16dfe5172dad745f9d20162a5e,1
www.networksolutions.com/e-commerce/index.jsp,1
solartstore.com/oc/web/portal/PostBank.de/start.do.htm,0
https://user.0e1i732.com/,0
smithstearns.com/,1
https://rakutnem.co.jp.p13qxs90.cn/,0
hmmagazine.com/,1
ontario.compareschoolrankings.org/elementary/Georges_Vanier_Catholic_Elementary_School/Kanata/Report_Card.aspx,1
hockey-reference.com/teams/MTM/1938.html,1
https://connetc-au-login.updateajp.top,0
supportbyexpert-secure-worldwide.paulsrubbish.com,0
pechanga.net/,1
https://www.myjacsesb-msjansyajb.hmfacfi.presse.ci,0
mylife.com/zip-codes/b3-235534/,1
aidstruth.org/features/2010/duesberg-medhyp-ucb,1
dochouse.org/cgi-bin/page.pl?p=screenings02-15,1
blogs.thescore.com/footyblog/2011/03/18/vancouver-whitecaps-vs-toronto-fc-rekindles-an-old-rivalry/,1
mlk-pm.co/cold/,0
scribd.com/doc/2085505/The-Louisiana-Redbones,1
https://jcass.co.jp-service-traniid-00001-00001m.23facai618.cn/,0
modot.org/kansascity/newrelease/District4News.shtml?action=displaySSI&newsId=54965,1
othermothersboise.com/,1
http://www.hitsem.com/images?rand.13inboxlight.aspxn.1774256418=,0
pausydjaj.000webhostapp.com,0
http://mysoftbank-info.com/,0
pt-spm.co.id,0
maravillosarealidad.com/xcvbn/xcvbn/X1z0/products/,0
jezebel.com/5829821/air-force-band-performs-amazing-rolling-in-the-deep-cover,1
fanpix.net/gallery/gidget-gein-pictures.htm,1
http://account-problem-resetting-support-amazn.com/,0
www.strath.ac.uk/cis/,1
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cq6zHoHv1xuSOWHhxCkRdpQeaWcYyI8M96rzbWJ8ys5NomgmHr1kbdZX_BRM0aELwWrCeCS0WNGByWjgypYy51jg9S02W-mm2vTPlAFNVYg_dbQXF-SS3iCOaKXAe8rJsucuZ3arpHwC84HP6HRRb_t_kboC9yeOxzZSvesZBLkMfNmn3k-DKsVp4wc92uUHUCS11VJQMFqv_D83KkKYNlHMcphcA\%3D\%3D&amp;attredirects=1',0
